project,id,sentence,patterns,ob,eb,sr,label,new_label,Unnamed: 9,predicted_ob,predicted_eb,predicted_sr,predicted_label,Unnamed: 14,bee_ob,bee_eb,bee_sr,bee_label
httpd,41844,"- When I use /data2 as a mount point, apache 2.0.59 doesn't start and the configtest fails.","S_OB_NEG_AUX_VERB,S_OB_COND_NEG",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,42340,"Server to client processing (file serving) fails when accessing files on 
network mounted device files, CIFS or SMBFS.","S_OB_NEG_COND,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,42340,"Upon accessing standard pages the html apparently transfers but all other file 
types fail.","S_OB_BUT_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,43645,"I install Apache version 2.0.59,when i click on apache.exe it return error like this","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,0,0,1,4,,1,0,1,5
httpd,44114,"I
can init without problems the Apache server, but when I try to request a cgi
page , the browser doesn't show anything but the Apache's ""error_log"" print out
a line like this:
""child pid xxxxx exit signal Segmentation fault (11), possible coredump in
/export/home/cores"" (however, when I try to request a php page, it loads without
errors nor segfaults).","S_OB_BUT_NEG,S_OB_WITHOUT,S_SR_COND_OBS",1,0,1,5,5,,0,0,0,0,,1,0,0,1
httpd,46616,"When using ""rotatelogs"" with ""-l"" option and a ""%"" in filename (triggering calling strftime to get actual file name), the exploded time information passed to strftime is in UTC (because apr_time_exp_gmt() is called?)","S_OB_COND_POS,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,48278,"My problem is , when ever my tomcat is taking more than 4 minutes to deliver the response (while uploading file or search for any big item), Apache is saying ""The proxy server received an invalid response from an upstream server"" as 502 Bad gateway error.","S_OB_PROBLEM_IS,S_OB_FOR_TIME,S_SR_COND_OBS,",1,0,1,5,5,,0,0,1,4,,1,0,1,5
httpd,50711,"This example, displays a directory listing instead of the string '$(ls)'","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,0,0,0,0,,0,1,0,2
httpd,50907,"If I start as a service, the php module fauls to load.","S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,8034,"When I try a plain 'apachectl start' I get the following message in 
the error_log:","S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
httpd,8090,"Works fine except that the apache include files end up in 
${prefix}/include rather than in the directory specified
by the layout.","S_OB_INSTEAD_OF,S_OB_EXCEPT,S_EB_INSTEAD_OF_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
httpd,8141,"I was going to submit this report 
earlier today, but in testing it with netscape on a Solaris box, it wouldn't 
show itself.","S_OB_BUT_NEG,S_OB_NEG_AUX_VERB,P_SR_CONTINOUS_PRESENT_PAST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,100654,"Reference manager Mendeley was working fine in LO 5.1.2, but after updating to 5.1.3.2 there seems to work only partially:","S_OB_WORKS_BUT,S_OB_SEEMS,S_OB_ONLY,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,100654,"
The plugin is working, I see the tool bar and the ""Insert citation"" option is available, but after selecting the reference the legend ""Formatting citation"" appears and does not goes further.","S_OB_BUT_NEG,S_OB_AFTER_NEG,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,100654,"Uninstalling and reinstalling the plugin did not solve it, neither was resetting the user folder in LibreOffice.","S_OB_NEG_AUX_VERB,S_SR_GERUND_ACTION",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,31822,"If you have started LO (and only, if you have the StartCenter open), go to ""Help 闂?Licence information"" (roughly translated from the Germanophone version of LO) and click on the """" to close the window, LibreOffice crashes immediately without any further warning ... :(","S_OB_NEG_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,34771,Easier toolbar editing / customization (allow drag & drop),,1,1,0,4,0,,1,0,0,1,,1,0,1,5
libreoffice,34995,FILESAVE - Writer crash while saving document loaded from .DOC as .DOCX,"S_OB_ERROR_COND,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,34995,LibreOffice 3.3.1.2 (Build:8) crashed while attempting to open a Microsoft Word 2007 XML (.docx) file.,"S_OB_NEG_COND,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,1,5
libreoffice,35282,"tools->language->for_all_text fails to override style language settings, spellcheck fails as result","S_OB_NEG_VERB,S_SR_MENU_NAV",1,0,1,5,5,,1,0,0,1,,1,0,0,1
libreoffice,35282,I would click the spell-check button and it would give this:,S_OB_OUTPUT_VERB,1,0,1,5,5,,1,1,1,7,,1,1,1,7
libreoffice,35282,"When I click ""This Text""-English (Canada), it fails to change it to English (Canada) and keeps the spellcheck at French (Canada) unless I change it manually through ""This selection"" or re-change the default font.","S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,41577,"Base shows things as they should be, and calc shows them messed up.","S_OB_NEG_ADV_ADJ,S_EB_SHOULD",1,1,0,4,4,,0,1,0,2,,1,1,0,3
libreoffice,41577,"Changing the locale of the whole LibreOffice suite to one that uses dot as decimal separator solves it, but that is **not** an option either (I have documents that must be published countries where comma is the standard for decimal separator) and this behaviour is not what it is supposed to be anyway; calc should be able to understand what data are strings and what are floats anywhere in the world.","S_OB_NEG_AUX_VERB,S_EB_SHOULD",1,1,0,4,4,,1,1,0,3,,0,1,0,2
libreoffice,42380,"When adding a linear trend line with it equation displayed, the equation shown is sometimes incorrect and does not match the correct trend line displayed.","S_OB_COND_NEG,S_OB_NEG_ADV_ADJ,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,42948,2 Microsoft security essentials will pop up with the attached screenshot,P_SR_LABELED_LIST,1,0,1,5,3,,0,0,1,4,,0,0,1,4
libreoffice,44026,"After sending the first mail, writer crashes.","S_OB_AFTER_NEG,S_SR_AFTER,P_OB_DESCRIPTION",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,44184,"I download the logo of LibreOffice From http://wiki.documentfoundation.org/images/3/33/LibreOffice_external_logo.svg
I can't open the Logo of LibreOffice with LibreOffice.","S_OB_NEG_AUX_VERB,S_SR_SIMPLE_PRESENT_SUBORDINATES",1,0,1,5,5,,1,0,0,1,,1,0,1,5
libreoffice,44380,"In my spreadsheet, whenever I try to add a column, I get the error message: ""filled cells cannot be shifted beyond the sheet"".","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,1,5
libreoffice,46731,3 It is NOT showing any previous opened documents or documents that are opened later,S_OB_NEG_AUX_VERB,1,0,1,5,1,,1,0,0,1,,1,0,1,5
libreoffice,47544,"The polygon has changed position, now at bottom of page.",S_OB_ADV_TIME_POS,1,0,1,5,1,,1,0,0,1,,1,0,0,1
libreoffice,47544,"Clearly not same type of Polygons, but should not cause the Save then ReLoad problem.","S_OB_BUT_NEG,S_EB_SHOULD",1,1,0,4,4,,1,1,0,3,,1,1,0,3
libreoffice,47669,"now everything after text ""p is missing  but it is still present in saved docx""",P_SR_LABELED_LIST,1,0,1,5,1,,0,0,1,4,,1,0,0,1
libreoffice,48301,I have just updated from LibreOffice 3.4.4 to 3.5.1 with clicking Next -> and Finish and after the installation all .doc files are opening with LibreOffice.,"S_OB_COND_POS,S_SR_ACTIONS_PRESENT_PERFECT",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,48419,"VIEWING: Tools - Options - Appearance Heading ""Oracle Report Builder"" overwrites other listing item","S_OB_NEG_VERB,S_SR_MENU_NAV",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,49073,2 Characters with furigana (ruby text) are completely missing; neither the characters nor their furigana (ruby text) are present.,"S_OB_NEG_ADV_ADJ,S_OB_NO_NOUN,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,0,1,,1,0,1,5
libreoffice,52610,- AbiWord crashes;,S_OB_NEG_VERB,1,0,1,5,1,,1,1,0,3,,1,1,0,3
libreoffice,52610,"- Calligra Words says: ""Could not open. Reason: Format not recognized"";","S_OB_NOUN_NOT,S_OB_NEG_AUX_VERB,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,52610,"- Microsoft Office Word 2007 says: ""Can not open file due to errors of its contents.","S_OB_DUE_NEG,S_OB_NEG_AUX_VERB,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,52610,"This DOCX-file opens the program LibreOffice Writer only and contains many errors, which I will highlight in separate bugs.",P_SR_ACTIONS_INF,1,0,1,5,5,,1,0,0,1,,1,0,1,5
libreoffice,55719,Result: Spacing between text and borders of rectangle are not symetric at top and bottom,"S_OB_NEG_AUX_VERB,S_OB_OBS_BEHAVIOR",1,0,1,5,1,,1,0,0,1,,1,0,0,1
libreoffice,56997,"When opening two of my ODS spreadsheets using Ubuntu 12.10, calc hangs with the progress bar 2/3 the way to the right.","S_OB_NEG_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,58235,"If selecting a custom installation, the installer freezes several times while selecting/deselecting components to add/remove.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,0,0,1,4
libreoffice,60240,Expected: both look equal,S_EB_EXP_BEHAVIOR,0,1,1,6,2,,0,1,0,2,,0,0,0,0
libreoffice,60240,Actual: new document with artifacts and stairs,S_OB_OBS_BEHAVIOR,1,0,1,5,1,,1,0,0,1,,1,0,0,1
libreoffice,60253,"when trying to add error bars from the sheet when clicking on the icon where one is normally able to then select the data from the sheet, one is not taken back to the spread sheet to select the range of cells by highlighting them.","S_OB_COND_NEG,S_OB_NEG_AUX_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,0,1
libreoffice,60253,It does work if you manually type the ranges in.,,1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,60253,"Also, when copying the chart into writer the error bars are lost","S_OB_NEG_ADV_ADJ,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,0,1
libreoffice,60854,"If I re-create the formula or equation, it shows while the file is open, but if I save and exit, then re-open the file, the formula or equation won't display again.","S_OB_COND_POS,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,62725,"Problem description: 
Upgrading LO 4.0.1.2 to 4.0.2.1, both from LO 4 PPA, failed with an error:
trying to overwrite '/usr/lib/libreoffice/program/officehelper.py', which is also in package libreoffice-emailmerge 1","S_OB_NEG_VERB,P_OB_DESCRIPTION",1,0,1,5,5,,1,0,1,5,,0,0,1,4
libreoffice,64925,Immediate crash.,S_OB_ERROR_NOUN_PHRASE,1,0,1,5,1,,1,0,0,1,,1,1,1,7
libreoffice,65584,"Notice, that the window content jitters.",S_OB_NEG_VERB,1,0,1,5,1,,1,0,0,1,,1,0,1,5
libreoffice,65974,Similar problem occurs when saving in docx format.,"S_OB_SAME_PROBLEM_WHEN,S_OB_HAPPENS,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,67317,Hebrew niqqud and cantillation marks aredisplayed as separate characters instead of on the letters.,"S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR,P_OB_DESCRIPTION",1,1,0,4,4,,1,1,0,3,,1,1,0,3
libreoffice,67506,"I tried to untick the box ""Always with current page"" (for that is what I want) to see if the funtion is inverted but the tick remains in place, as if not changed at all.","S_OB_BUT_NEG,S_OB_AS_IF,S_SR_TRY",1,0,1,5,5,,1,0,1,5,,0,0,1,4
libreoffice,68403,Open the exported .pdf document with any PDF viewer and observe that the .eps clipart item is not there or not visible.,"S_OB_OBSERVE,S_OB_NEG_AUX_VERB,P_SR_LABELED_PARAGRAPH",1,0,1,5,5,,1,0,0,1,,0,0,0,0
libreoffice,68403,Observe that the .eps clipart is not printed or not visible.,"S_OB_OBSERVE,S_OB_NEG_AUX_VERB",1,0,1,5,1,,1,0,0,1,,1,0,1,5
libreoffice,68403,Observe that the EPS clipart is no longer visible in the output.,"S_OB_OBSERVE,S_OB_NO_LONGER",1,0,1,5,1,,1,0,0,1,,1,0,1,5
libreoffice,69607,4 File is corrupt,"S_OB_NEG_ADV_ADJ,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,71330,5 Observe that the open office crashes,"S_OB_OBSERVE,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,73059,There isn't any possibility for hiding a column while editing a form.,"S_OB_NEG_AUX_VERB,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,73093,"Expected result: Picture on diapo1 with a shadow (custom style ""Portrait"" applied)","S_EB_EXP_BEHAVIOR,P_SR_LABELED_LIST",0,1,1,6,6,,0,1,1,6,,0,1,1,6
libreoffice,73093,"Actual result: Picture applies ""Default"" style (no shadow)",S_OB_OBS_BEHAVIOR,1,0,1,5,1,,1,0,0,1,,0,0,1,4
libreoffice,73093,"Expected result: Custom ""Portrait"" style selected in the style list.","S_EB_EXP_BEHAVIOR,P_SR_LABELED_LIST",0,1,1,6,6,,0,1,1,6,,0,1,1,6
libreoffice,73093,Actual result: Default style is selected,"S_OB_OBS_BEHAVIOR,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,0,1
libreoffice,74675,"- then use the menu command ""open file"", which then opens a new window.",,1,0,1,5,1,,0,0,0,0,,0,0,0,0
libreoffice,74885,Clic on scroolbar in CMIS properties editor (File -> Properties -> CMIS Properties) going to the wrong direction.,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR,1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,81058,"Entering text into the calc formula bar, and/or selecting different cells with text shows nothing though sometimes you get a black selection with an inverted set of white text in it.","S_OB_VERB_NO,S_OB_BUT,S_SR_GERUND_ACTION,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,81062,"The problem still after all modify types of the cell:
1 replace the 2 ""~"" in the upper bar;
2 drag & drop the correct function in the opened cell","S_OB_STILL,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,81951,1 After installation I see broken icon for 'Calc' in start menu...This happened in previous version as well but for 'Impress'.,"S_OB_AFTER_NEG,S_SR_AFTER",1,0,1,5,5,,0,0,0,0,,0,0,1,4
libreoffice,86001,"A1, correctly now has i with a red wavy underlining indicating a spelling error.","S_OB_SIMPLE_PRESENT,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,86001,Red wavy underlining indicating a spelling error remains in A1.,S_OB_VERB_ERROR,1,0,1,5,1,,1,0,1,5,,1,0,1,5
libreoffice,86001,"However, typing i in A2 gives an i without underlining.","S_OB_BUT,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR",1,0,1,5,5,,1,0,1,5,,1,0,0,1
libreoffice,86001,But selecting A1 and A2 again then CNTL-X and CNTL-V gives wavy underlining in both A1 and A2.,"S_OB_BUT,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,86001,(CNTL-1->Font still gives Language[None].),"S_OB_STILL,P_SR_ACTIONS_MULTI_OBS_BEHAVIOR",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,88355,"(The choice ""Should the contents of the hidden cells be moved into the first cell?"" is offered, but makes no difference)","S_OB_BUT_NEG,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,89162,"If you click into the window after some waiting, Windows says LibreOffice Base ist unresponsive","S_OB_COND_NEG,P_SR_LABELED_LIST",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,90092,"Result:
""test"" and line are overlapping each other.",S_OB_OBS_BEHAVIOR,1,0,1,5,1,,0,0,0,0,,0,0,0,0
libreoffice,90744,Revert to Gray6 and area above is not filled--just the line(s) with text.,"S_OB_NEG_AUX_VERB,S_SR_IMPERATIVE_SEQUENCE",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,91503,I'm doing some calculation based in value status and when subtracting via IF-THEN function I received spurious numbers.,"S_OB_VERB_ERROR,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,92984,"Description:
If you open an existing csv file, create a new sheet, and then do a simple save, you will be encouraged to save as a ods, but will not receive the warning about it only saving the active sheet.","S_OB_BUT_NEG,S_OB_ONLY,S_SR_COND_OBS,P_OB_DESCRIPTION",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,92984,You should always be warned on file-save when you are only saving the active sheet.,"S_EB_SHOULD,P_OB_DESCRIPTION",1,1,0,4,4,,1,1,0,3,,1,1,0,3
libreoffice,92984,"Notes:
If you repeat the steps above and use ""Save as..."" instead of a normal save, the appropriate prompt IS displayed:","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
libreoffice,93226,"Hello,
When I Uninstall Libreoffice 5.0.0.5
msiexec /passive /x {A4D51ECF-D046-46F5-935F-2B3A6ADF89D9} /norestart 
Windows Explorer crash
Reproduce twice, but not everytime
Nicolas","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,0,0,1,4
libreoffice,94259,"X-Y-Graphic in Excel File are shown wrong in version 4.4, 4.5, 5.01
Please have a look to the enclosed Excel file with Excel and LibreOffice
kind regards
Geert Closius","S_OB_NEG_ADV_ADJ,S_SR_CODE_REF,",1,0,1,5,5,,0,0,1,4,,1,0,1,5
libreoffice,94941,(You can still see a regular hyperlink as you'd expect.),,1,0,1,5,2,,1,0,0,1,,1,0,0,1
libreoffice,94941,8 No text is hyperlinked.,"S_OB_NO_NOUN,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,95283,"2 Then if I make changes later that I want to immediately undo, the Undo does not undo.",P_SR_ACTIONS_PRESENT,1,0,1,5,5,,0,0,1,4,,1,0,1,5
libreoffice,97331,=> conditional formatting dialog appears,S_OB_OUTPUT_VERB,1,0,1,5,1,,1,0,0,1,,0,0,1,4
libreoffice,97331,"- crash after some scrolls, it can be 2, 5, 10 but it'll finally crash","S_OB_NEG_AFTER,S_OB_BUT_NEG,P_SR_ACTIONS_INF",1,0,1,5,5,,1,0,1,5,,1,0,1,5
libreoffice,98112,"3 cmd+v Instead of pasting in search bar, it pastes where your cursor was in the document",S_OB_INSTEAD_OF,1,0,1,5,3,,1,0,0,1,,0,0,1,4
libreoffice,99502,"In the attached test.odb, in the mainform (form) when opened in windows 7, the table has black fonts instead of whites.","S_OB_INSTEAD_OF,S_OB_ATTACH_REF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,7,,1,1,0,3,,1,1,0,3
libreoffice,99973,=> Crash,S_OB_CHAR_THEN,1,0,1,5,1,,0,0,0,0,,0,0,0,0
openmrs,TRUNK-1162,"If I enter only spaces in Last Name on the page displayed by First Link(Edit this Patient), it saves Last Name which looks blank and instead there are spaces in that field.","S_OB_COND_NEG,S_OB_NEG_ADV_ADJ,S_OB_ONLY,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-1162,"However, if I enter spaces on Short Form, it gives error( Which is right).","S_OB_BUT_NEG,S_EB_CORRECT_IS,S_SR_COND_OBS",1,1,1,7,7,,1,1,1,7,,1,1,1,7
openmrs,TRUNK-1169,"This occurs only when ""Allow Multiple"" answers is checked in the form schema in an obs group and multiple answers were then entered.","S_OB_POS_COND,S_OB_HAPPENS,S_OB_ONLY,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-1170,"Module was installed and upon clicking the ""Add Template"" in the ""Report Template Module"" Group in the Administration, the error below came out:","S_OB_ERROR_AS_SUBJECT,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-1194,"In the rest module, when a user is prompted by the browser for authentication data and the user leaves any field empty, an 'ArrayIndexOutOfBoundsException' exception is thrown in the browser, i think it would be good just to fail the authentication inside the class 'org.openmrs.module.restmodule.RestUtil' where the remote user gets authenticated.","S_OB_COND_NEG,S_EB_WOULD_BE,S_SR_COND_OBS,",1,1,1,7,7,,1,1,1,7,,1,1,1,7
openmrs,TRUNK-1628,"While running 1.8-dev in a virtual appliance, Shazin and I ran into this bug.","S_OB_VERB_ERROR,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,0,1
openmrs,TRUNK-1661,"In my case I discovered the problem by passing a List<RemoteDataTransferQueueItem> object to the isOpenmrsObjectCollection method, which returned true (incorrectly).","S_OB_FOUND,S_SR_BY_ACTION",1,0,1,5,5,,0,0,1,4,,0,0,1,4
openmrs,TRUNK-1955,"When a relationship is added when creating a new patient or with the Edit this Patient (Short Form), there is no confirmation that the relationship name has been accepted.","S_OB_COND_NEG,S_OB_VERB_TO_BE_NEGATIVE,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-1960,"When you attempt to search for a concept (with the search box) at the top of the view/edit concept screen, when you enter the search term, and click ""Search"" it returns to the main concept search screen, and yields no results.","S_OB_COND_POS,S_OB_LEADS_TO,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-2339,"# ""miss spelling"" -> ""misspelling""",,1,1,0,4,2,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-2419,Hitting ENTER after typing the root password on one of the first two screens of the Initialization Wizard will take the user back one step rather than forward.,"S_OB_AFTER_POS,S_OB_INSTEAD_OF,S_SR_GERUND_ACTION,",1,0,1,5,5,,1,0,0,1,,1,0,1,5
openmrs,TRUNK-256,"When creating a patient record in OpenMRS, it doesn't require to indicate which identifier is preferred.",S_OB_COND_NEG,1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-256,"For AMPATH, when using REST module to query patient identifier for LIMS, it picks Kenyan National ID instead of AMPATH ID or AMRS Universal ID when no preferred identifier is indicated.","S_OB_INSTEAD_OF,S_EB_INSTEAD_OF_EXP_BEHAVIOR",1,1,0,4,4,,1,1,0,3,,1,0,0,1
openmrs,TRUNK-2638,"When I try to simply add another concept# 6964 to the coded answer list again, the same way I would if I were adding it for the first time, nothing happens.","S_OB_NOTHING_HAPPENS,S_OB_COND_NEG,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,0,1
openmrs,TRUNK-2714,"After creating a form, when i go to the form list page and select it, it throws an exception with the following stack trace:","S_OB_AFTER_NEG,S_OB_COND_NEG,S_SR_AFTER,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-2787,"After retiring a relationship type, there is no way for unretiring it.","S_OB_AFTER_NEG,S_OB_VERB_NO,S_SR_AFTER",1,0,1,5,5,,1,0,1,5,,1,0,0,1
openmrs,TRUNK-2811,"When i tried to view the data i submitted, i discovered that it was not saved in the database.","S_OB_NEG_AUX_VERB,S_OB_FOUND",1,0,1,5,1,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-2811,Looking at the log file i saw this error message:,S_OB_VERB_ERROR,1,0,1,5,1,,0,0,0,0,,0,0,0,0
openmrs,TRUNK-2859,"During the test install method, when on the authentication step, pressing Enter takes you to the previous instead of next step.","S_OB_COND_POS,S_SR_COND_OBS,",1,0,1,5,7,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-321,"If you click on it, it then prompts for a username / password.","S_OB_COND_POS,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-3229,Neither yes/no/true/false is checked when the form is shown again.,"S_OB_NO_NOUN,P_SR_LABELED_PARAGRAPH",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-3445,Erasing a short name in the edit concepts page should void instead of changing it into an empty string.,"S_OB_INSTEAD_OF,S_EB_SHOULD",1,1,0,4,4,,1,1,0,3,,1,1,0,3
openmrs,TRUNK-3581,"When trying to save the implementation id or another concept source, this error appears:","S_OB_COND_NEG,S_OB_ERROR_AS_SUBJECT,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-3690,"If I call removeConceptName on a concept and then try to save the concept, I get a foreign key constraint violation on ConceptWord.","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-3846,"If you attempt to ""Delete Patient"" from the Edit this Patient/Demographics page (openmrs/admin/patients/patient.form), it can't delete the patient unless they have an identifier and name.","S_OB_COND_NEG,S_OB_NEG_AUX_VERB,S_SR_COND_OBS",1,0,1,5,5,,1,0,0,1,,1,0,0,1
openmrs,TRUNK-3906,"I test out Jordan's most recent version of the merge concept module (see: https://tickets.openmrs.org/browse/TRUNK-2351) and attempted to merge two drug concepts, both of which had formulary entries in the drug table.","S_SR_SIMPLE_PAST,S_SR_TRY",1,0,1,5,5,,1,0,0,1,,0,0,1,4
openmrs,TRUNK-4051,"However when I do a concrete implementation of this class, our test framework code doesn't notice the @SkipBaseSetup annotation on the abstract base class, and I have to add the annotation to the subclass as well.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-4108,"When attempting to remove a global property from the ""Advanced Settings"" page, it appears to function properly (no error messages).","S_OB_WORKS_FINE,S_SR_COND_OBS",1,0,1,5,5,,1,0,1,5,,1,0,0,1
openmrs,TRUNK-4258,"I am running openmrs on local server and when I go to the link ""http://localhost:8080/openmrs/admin/concepts/conceptReferenceTerm.form"" and submit the form a message with following message shows up ""An Internal Error has Occurred
java.lang.NullPointerException "" (screenshot attached)","S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5,5,,1,0,0,1,,0,0,1,4
openmrs,TRUNK-4298,"3 If we keep on clicking the next button or the prev button till the list is finished, an error is popped(screenshot attached).","S_OB_COND_NEG,S_OB_ATTACH_REF,P_SR_LABELED_LIST",1,0,1,5,5,,0,0,1,4,,1,0,1,5
openmrs,TRUNK-484,If you browse to a page that is missing you get this error instead of a friendly 404 error message:,"S_OB_COND_NEG,S_OB_VERB_ERROR,S_EB_INSTEAD_OF_EXP_BEHAVIOR,",1,1,0,4,4,,1,1,0,3,,1,1,0,3
openmrs,TRUNK-492,"When updating existing data concepts, it does not save the changes even though it shows ""Concept Saved Successfully"" on the top after clicking the Save button.","S_OB_COND_NEG,S_OB_DESPITE,S_OB_NEG_AFTER,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
openmrs,TRUNK-536,"Under Edit this Patient, when trying to void an address, when the box next to voided is checked, the reason voided box doesn't appear under the address section.","S_OB_COND_NEG,S_SR_COND_OBS,",1,0,1,5,5,,1,0,0,1,,1,0,0,1
openmrs,TRUNK-536,"When the patient is attempted to be saved, it gives the following error in OpenMRS 1.4.0.23 RC Build 7055 only (in the versions I have tried)...","S_OB_COND_NEG,S_OB_VERB_ERROR,S_SR_COND_OBS,",1,0,1,5,5,,1,0,1,5,,1,0,1,5
